id,first_name,last_name,email,password,gross_income,fed_tax,on_tax,cpp,ei,net_income
531,Silas,Rankcom,srankcomeq@ocn.ne.jp,aJDieN,"$267,515.00","$66,460.00","$27,751.00","$3,500.00",$953.00,"$168,851.00"
532,Ag,Jacmard,ajacmarder@imdb.com,MC0Z6cCFi,"$67,621.00","$11,101.00","$4,292.00","$3,500.00",$953.00,"$47,775.00"
533,Rabbi,Breach,rbreaches@mediafire.com,2mzINgTz0,"$83,731.00","$14,404.00","$5,766.00","$3,500.00",$953.00,"$59,108.00"
534,Noellyn,Ealles,nealleset@squarespace.com,Fc87NPbUR1f,"$219,395.00","$50,673.00","$21,425.00","$3,500.00",$953.00,"$142,844.00"
535,Morgen,Swaddle,mswaddleeu@yelp.com,c4gsjPRT,"$40,992.00","$6,149.00","$2,070.00","$2,337.00",$648.00,"$29,789.00"
536,Lory,Crowch,lcrowchev@alibaba.com,FbfyZG4Eh,"$137,466.00","$27,459.00","$11,588.00","$3,500.00",$953.00,"$93,967.00"
537,Verine,Boustred,vboustredew@illinois.edu,x6Oi2Qgj,"$134,646.00","$26,726.00","$11,273.00","$3,500.00",$953.00,"$92,195.00"
538,Erina,Boulsher,eboulsherex@loc.gov,wIio8b1ox,"$50,486.00","$7,589.00","$2,724.00","$2,878.00",$798.00,"$36,498.00"
539,Annecorinne,Michie,amichieey@adobe.com,c5s6fthE,"$49,257.00","$7,389.00","$2,612.00","$2,808.00",$778.00,"$35,671.00"
540,Harlin,Walkley,hwalkleyez@google.de,v6rKdFAy,"$201,134.00","$45,378.00","$19,204.00","$3,500.00",$953.00,"$132,099.00"
541,Nikoletta,Wilce,nwilcef0@ehow.com,tDLwIC9mdV8,"$44,599.00","$6,690.00","$2,252.00","$2,542.00",$705.00,"$32,410.00"
542,Pete,Lough,ploughf1@delicious.com,W9JKQHZw,"$171,171.00","$36,688.00","$15,561.00","$3,500.00",$953.00,"$114,469.00"
543,Gabriellia,Belchamber,gbelchamberf2@china.com.cn,JeXnKTz8o,"$37,823.00","$5,673.00","$1,910.00","$2,156.00",$598.00,"$27,486.00"
544,Maxine,Normant,mnormantf3@rediff.com,v7HILZ5s,"$128,723.00","$25,186.00","$10,612.00","$3,500.00",$953.00,"$88,473.00"
545,Richart,Ciardo,rciardof4@over-blog.com,oqNKM1Re5,"$115,444.00","$21,733.00","$9,130.00","$3,500.00",$953.00,"$80,128.00"
546,Piotr,MacKibbon,pmackibbonf5@nytimes.com,ZFCN7fwJ,"$98,336.00","$17,398.00","$7,221.00","$3,500.00",$953.00,"$69,265.00"
547,Lorita,Falkous,lfalkousf6@slashdot.org,VpkUOO6geRYU,"$28,010.00","$4,202.00","$1,415.00","$1,597.00",$443.00,"$20,355.00"
548,Dulcia,Caneo,dcaneof7@dailymail.co.uk,6YC5mGuXn,"$88,937.00","$15,471.00","$6,242.00","$3,500.00",$953.00,"$62,771.00"
549,Ashia,Anslow,aanslowf8@pcworld.com,vKIlvPoySGC,"$257,502.00","$63,156.00","$26,434.00","$3,500.00",$953.00,"$163,460.00"
550,Elia,Cappleman,ecapplemanf9@cam.ac.uk,gczG1TaL0,"$171,358.00","$36,743.00","$15,584.00","$3,500.00",$953.00,"$114,579.00"
551,Deena,Rushworth,drushworthfa@timesonline.co.uk,lOtYCT,"$173,041.00","$37,231.00","$15,788.00","$3,500.00",$953.00,"$115,570.00"
552,Chan,Sumpton,csumptonfb@360.cn,KjkR1rPdR,"$208,246.00","$47,440.00","$20,069.00","$3,500.00",$953.00,"$136,284.00"
553,Rosabelle,Dominec,rdominecfc@skyrock.com,4NjTrKS,"$49,686.00","$7,453.00","$2,651.00","$2,832.00",$785.00,"$35,965.00"
554,Lurline,Stawell,lstawellfd@unc.edu,zBgSkVLnWK,"$180,674.00","$39,444.00","$16,716.00","$3,500.00",$953.00,"$120,061.00"
555,Shandee,Weinberg,sweinbergfe@amazon.de,HRospDm,"$48,043.00","$7,206.00","$2,501.00","$2,738.00",$759.00,"$34,838.00"
556,Pearce,Prier,pprierff@wsj.com,3cEjoczsyb,"$39,017.00","$5,853.00","$1,970.00","$2,224.00",$616.00,"$28,354.00"
557,Hewie,Nyland,hnylandfg@google.it,7y8RaYpthb,"$121,165.00","$23,221.00","$9,768.00","$3,500.00",$953.00,"$83,724.00"
558,Dominik,Haselgrove,dhaselgrovefh@cnbc.com,RtMFVrOgyik,"$33,804.00","$5,071.00","$1,707.00","$1,927.00",$534.00,"$24,565.00"
559,Karen,Nabbs,knabbsfi@ox.ac.uk,qk79WWL,"$155,932.00","$32,269.00","$13,708.00","$3,500.00",$953.00,"$105,503.00"
560,Blinny,Daens,bdaensfj@hp.com,rJcdBSDhbYF,"$146,876.00","$29,905.00","$12,638.00","$3,500.00",$953.00,"$99,880.00"
561,Hubey,Eastam,heastamfk@com.com,c9TvuPR,"$266,125.00","$66,002.00","$27,568.00","$3,500.00",$953.00,"$168,102.00"
562,Neall,Enston,nenstonfl@soup.io,gKjbYnecn,"$54,681.00","$8,449.00","$3,108.00","$3,117.00",$864.00,"$39,143.00"
563,Godwin,Hans,ghansfm@addtoany.com,1repyQwaGe,"$127,751.00","$24,933.00","$10,503.00","$3,500.00",$953.00,"$87,862.00"
564,Saxe,Lowes,slowesfn@narod.ru,fYTP6wdDfQ,"$58,966.00","$9,327.00","$3,500.00","$3,361.00",$932.00,"$41,846.00"
565,Roddy,Millin,rmillinfo@google.de,0nWEc8ZJSB,"$154,404.00","$31,863.00","$13,522.00","$3,500.00",$953.00,"$104,567.00"
566,Tedmund,Kochl,tkochlfp@deviantart.com,3edPGOU1wc,"$239,903.00","$57,349.00","$24,118.00","$3,500.00",$953.00,"$153,984.00"
567,Timothy,Tabary,ttabaryfq@ebay.co.uk,Wcv1XVy,"$217,459.00","$50,112.00","$21,189.00","$3,500.00",$953.00,"$141,705.00"
568,Margit,Emlin,memlinfr@cpanel.net,DkSDC7Ch2T,"$253,452.00","$61,820.00","$25,901.00","$3,500.00",$953.00,"$161,279.00"
569,Verla,Arnauduc,varnauducfs@bloglines.com,JIq9a9iMNMn,"$240,003.00","$57,382.00","$24,131.00","$3,500.00",$953.00,"$154,038.00"
570,Jacquelynn,Shakelade,jshakeladeft@nasa.gov,LPRe6KLy,"$211,735.00","$48,452.00","$20,493.00","$3,500.00",$953.00,"$138,337.00"
571,Electra,Fairholme,efairholmefu@biglobe.ne.jp,rVh328,"$183,275.00","$40,199.00","$17,033.00","$3,500.00",$953.00,"$121,591.00"
572,Augusto,Calender,acalenderfv@gov.uk,wcodQNUmlWbW,"$71,293.00","$11,854.00","$4,628.00","$3,500.00",$953.00,"$50,358.00"
573,Elli,Snook,esnookfw@netscape.com,UoKxOtS8N,"$124,995.00","$24,216.00","$10,196.00","$3,500.00",$953.00,"$86,130.00"
574,Shaughn,Megarry,smegarryfx@blinklist.com,KQlxA0Qs,"$187,842.00","$41,523.00","$17,588.00","$3,500.00",$953.00,"$124,278.00"
575,Tessy,Micallef,tmicalleffy@oracle.com,xURWDYYIdkWF,"$269,031.00","$66,961.00","$27,951.00","$3,500.00",$953.00,"$169,667.00"
576,Annissa,Jakoub,ajakoubfz@smugmug.com,dwGYBE,"$34,352.00","$5,153.00","$1,735.00","$1,958.00",$543.00,"$24,964.00"
577,Emelina,Montgomery,emontgomeryg0@illinois.edu,5aal8nXt,"$140,512.00","$28,251.00","$11,928.00","$3,500.00",$953.00,"$95,881.00"
578,Meagan,Robillard,mrobillardg1@china.com.cn,zSksDsauH,"$223,665.00","$51,990.00","$21,981.00","$3,500.00",$953.00,"$145,242.00"
579,Theodor,Evensden,tevensdeng2@nba.com,3NjF8xbW,"$209,568.00","$47,824.00","$20,230.00","$3,500.00",$953.00,"$137,062.00"
580,Cletus,Arnecke,carneckeg3@pen.io,Hz1NJQOqrq,"$292,882.00","$74,832.00","$31,090.00","$3,500.00",$953.00,"$182,508.00"
581,Rorie,Lemmer,rlemmerg4@usda.gov,W93keD,"$142,985.00","$28,894.00","$12,204.00","$3,500.00",$953.00,"$97,435.00"
582,Phillip,Matterface,pmatterfaceg5@istockphoto.com,OZFcOMgI,"$38,772.00","$5,816.00","$1,958.00","$2,210.00",$613.00,"$28,176.00"
583,Georgena,Felgat,gfelgatg6@shutterfly.com,CaFtUmCcyYd,"$295,760.00","$75,781.00","$31,468.00","$3,500.00",$953.00,"$184,058.00"
584,Aretha,Stelli,astellig7@t.co,5JQJnY9,"$70,350.00","$11,661.00","$4,542.00","$3,500.00",$953.00,"$49,695.00"
585,Pietra,Kennicott,pkennicottg8@narod.ru,8A5Q7YvZz2,"$76,232.00","$12,867.00","$5,080.00","$3,500.00",$953.00,"$53,833.00"
586,Kele,Buxcey,kbuxceyg9@shop-pro.jp,j5BL7Vv,"$136,518.00","$27,212.00","$11,482.00","$3,500.00",$953.00,"$93,371.00"
587,Bret,Kilborn,bkilbornga@facebook.com,JMnZY2,"$50,971.00","$7,688.00","$2,769.00","$2,905.00",$805.00,"$36,804.00"
588,Schuyler,Dutson,sdutsongb@xrea.com,3ciw8tZNPz,"$153,749.00","$31,692.00","$13,442.00","$3,500.00",$953.00,"$104,162.00"
589,Sophey,Kilmurry,skilmurrygc@webeden.co.uk,SYz6vYPoqYKk,"$104,609.00","$18,916.00","$7,921.00","$3,500.00",$953.00,"$73,320.00"
590,Jamison,Broader,jbroadergd@si.edu,XvGSheFzer,"$231,781.00","$54,668.00","$23,049.00","$3,500.00",$953.00,"$149,611.00"
591,Karlyn,Austick,kaustickge@wsj.com,Zy8pJzx,"$117,968.00","$22,389.00","$9,412.00","$3,500.00",$953.00,"$81,715.00"
592,Eliot,Pendreigh,ependreighgf@scientificamerican.com,SKdCHW1uDe,"$178,534.00","$38,824.00","$16,456.00","$3,500.00",$953.00,"$118,802.00"
593,Saree,Bickford,sbickfordgg@senate.gov,m2lZvv,"$56,475.00","$8,817.00","$3,272.00","$3,219.00",$892.00,"$40,275.00"
594,Dan,Loadsman,dloadsmangh@youku.com,eRbs2he,"$261,642.00","$64,522.00","$26,978.00","$3,500.00",$953.00,"$165,689.00"
595,Lemmie,Rowan,lrowangi@omniture.com,hT8769GqH,"$143,320.00","$28,981.00","$12,241.00","$3,500.00",$953.00,"$97,646.00"
596,Jamie,Reinard,jreinardgj@hugedomains.com,Fd353l,"$212,463.00","$48,663.00","$20,582.00","$3,500.00",$953.00,"$138,765.00"
597,Joshuah,Conyer,jconyergk@cafepress.com,Pfg0SpX,"$197,302.00","$44,266.00","$18,738.00","$3,500.00",$953.00,"$129,845.00"
598,Genna,Sains,gsainsgl@army.mil,D4fUeDz4l,"$33,948.00","$5,092.00","$1,714.00","$1,935.00",$536.00,"$24,670.00"
599,Dawna,Byne,dbynegm@delicious.com,spHHPQqfykME,"$206,720.00","$46,998.00","$19,884.00","$3,500.00",$953.00,"$135,386.00"
600,Lynda,Beaudry,lbeaudrygn@google.com.au,3Eba7goJIhA5,"$271,574.00","$67,800.00","$28,286.00","$3,500.00",$953.00,"$171,036.00"
601,Shelton,Birtonshaw,sbirtonshawgo@pcworld.com,nNhNhPmj,"$202,390.00","$45,742.00","$19,357.00","$3,500.00",$953.00,"$132,838.00"
602,Loise,Weerdenburg,lweerdenburggp@dell.com,y98zAlpO3B,"$48,972.00","$7,346.00","$2,586.00","$2,791.00",$774.00,"$35,475.00"
603,Walden,Daynter,wdayntergq@mail.ru,tIUIGV,"$148,939.00","$30,442.00","$12,868.00","$3,500.00",$953.00,"$101,177.00"
604,Melisse,Eggar,meggargr@biglobe.ne.jp,6wRRcxu5l,"$68,305.00","$11,242.00","$4,355.00","$3,500.00",$953.00,"$48,256.00"
605,Roanna,Mallindine,rmallindinegs@tinypic.com,9rHBEXa,"$161,849.00","$33,985.00","$14,427.00","$3,500.00",$953.00,"$108,984.00"
606,Liza,Brammall,lbrammallgt@ebay.com,TQFkRNaQob,"$247,704.00","$59,923.00","$25,144.00","$3,500.00",$953.00,"$158,184.00"
607,Rhodie,Cuseck,rcuseckgu@pen.io,EIAtlchLtZxw,"$119,258.00","$22,725.00","$9,556.00","$3,500.00",$953.00,"$82,525.00"
608,Mary,Faux,mfauxgv@upenn.edu,7O1XkNKhMtn,"$197,153.00","$44,223.00","$18,720.00","$3,500.00",$953.00,"$129,757.00"
609,Papageno,Gandy,pgandygw@addthis.com,HLRlCnAIZ,"$225,910.00","$52,731.00","$22,276.00","$3,500.00",$953.00,"$146,450.00"
610,Alvinia,Mooring,amooringgx@addtoany.com,H2Mf1Qb9kEB,"$86,151.00","$14,900.00","$5,988.00","$3,500.00",$953.00,"$60,811.00"
611,Marmaduke,McInerney,mmcinerneygy@behance.net,ZlR0DI9SI7d,"$180,074.00","$39,270.00","$16,643.00","$3,500.00",$953.00,"$119,708.00"
612,Rivi,Pennoni,rpennonigz@forbes.com,jPKvitYDR2z,"$294,177.00","$75,259.00","$31,260.00","$3,500.00",$953.00,"$183,205.00"
613,Kiley,Bahde,kbahdeh0@live.com,y9G41ua,"$263,667.00","$65,191.00","$27,245.00","$3,500.00",$953.00,"$166,779.00"
614,Chet,Biggerdike,cbiggerdikeh1@jimdo.com,6hXGOEpT8o,"$222,087.00","$51,469.00","$21,773.00","$3,500.00",$953.00,"$144,392.00"
615,Maryanna,Akister,makisterh2@fotki.com,czVYTZgZt,"$235,874.00","$56,019.00","$23,587.00","$3,500.00",$953.00,"$151,815.00"
616,Gabriela,MacGauhy,gmacgauhyh3@odnoklassniki.ru,z1LILB0fk,"$163,373.00","$34,427.00","$14,613.00","$3,500.00",$953.00,"$109,881.00"
617,Ev,Soro,esoroh4@xrea.com,HJwO4MPqgum,"$253,138.00","$61,716.00","$25,859.00","$3,500.00",$953.00,"$161,110.00"
618,Sigrid,McMaster,smcmasterh5@technorati.com,rRRWnzNyYsh,"$221,862.00","$51,395.00","$21,743.00","$3,500.00",$953.00,"$144,271.00"
619,Isaiah,Marien,imarienh6@delicious.com,tOwt6HWGhWTa,"$125,786.00","$24,422.00","$10,284.00","$3,500.00",$953.00,"$86,627.00"
620,Waly,Clougher,wclougherh7@bing.com,pmwE0hl4,"$48,868.00","$7,330.00","$2,576.00","$2,785.00",$772.00,"$35,404.00"
621,Sharon,Westmoreland,swestmorelandh8@vk.com,6Ptpio2Xu,"$110,886.00","$20,548.00","$8,621.00","$3,500.00",$953.00,"$77,264.00"
622,Griz,Haile,ghaileh9@wp.com,Ayvc8i6c3noO,"$45,479.00","$6,822.00","$2,297.00","$2,592.00",$719.00,"$33,050.00"
623,Brice,Bernardos,bbernardosha@msu.edu,GdlImKsbk,"$95,842.00","$16,887.00","$6,942.00","$3,500.00",$953.00,"$67,560.00"
624,Willow,Coatsworth,wcoatsworthhb@senate.gov,4LrerfwD,"$234,218.00","$55,472.00","$23,369.00","$3,500.00",$953.00,"$150,923.00"
625,Donelle,Isaacson,disaacsonhc@goo.ne.jp,nc7RW1q78t,"$246,356.00","$59,478.00","$24,967.00","$3,500.00",$953.00,"$157,459.00"
626,Donia,Harnell,dharnellhd@gmpg.org,Db9tFRQ,"$207,674.00","$47,274.00","$20,000.00","$3,500.00",$953.00,"$135,948.00"
627,Jayson,Domerq,jdomerqhe@opera.com,OJgBRV3RTwye,"$25,432.00","$3,815.00","$1,284.00","$1,450.00",$402.00,"$18,481.00"
628,Elfrida,Beet,ebeethf@toplist.cz,72irtrnpG,"$38,123.00","$5,718.00","$1,925.00","$2,173.00",$602.00,"$27,704.00"
629,Lorrie,Shrubb,lshrubbhg@weebly.com,qkAI8kUn,"$118,194.00","$22,448.00","$9,437.00","$3,500.00",$953.00,"$81,857.00"
630,Der,Dobbings,ddobbingshh@friendfeed.com,wp2vii,"$198,368.00","$44,576.00","$18,868.00","$3,500.00",$953.00,"$130,472.00"
631,Ariana,McGuirk,amcguirkhi@house.gov,AJdGk806j,"$57,854.00","$9,099.00","$3,398.00","$3,298.00",$914.00,"$41,145.00"
632,Magdaia,McShirie,mmcshiriehj@youtu.be,LhTCBb,"$76,562.00","$12,934.00","$5,110.00","$3,500.00",$953.00,"$54,065.00"
633,Delmore,Christofe,dchristofehk@nsw.gov.au,PMy2Q1g6,"$131,452.00","$25,895.00","$10,916.00","$3,500.00",$953.00,"$90,188.00"
634,Aveline,Kubin,akubinhl@nature.com,m8waEm9,"$220,316.00","$50,940.00","$21,540.00","$3,500.00",$953.00,"$143,383.00"
635,Alida,Scarbarrow,ascarbarrowhm@forbes.com,7eSurK19cCFJ,"$234,865.00","$55,686.00","$23,455.00","$3,500.00",$953.00,"$151,272.00"
636,Philly,Etuck,petuckhn@boston.com,MAFdhp,"$235,018.00","$55,736.00","$23,475.00","$3,500.00",$953.00,"$151,354.00"
637,Candra,Di Domenico,cdidomenicoho@chronoengine.com,WizMWJC3bszp,"$108,499.00","$19,927.00","$8,355.00","$3,500.00",$953.00,"$75,764.00"
638,Isabel,Mathewson,imathewsonhp@angelfire.com,StR4cGTB,"$154,656.00","$31,928.00","$13,553.00","$3,500.00",$953.00,"$104,723.00"
639,Hamel,Meadowcraft,hmeadowcrafthq@sourceforge.net,KuvehVl5,"$213,939.00","$49,091.00","$20,761.00","$3,500.00",$953.00,"$139,634.00"
640,Ardeen,Bolsteridge,abolsteridgehr@sun.com,qJcME3Ry,"$245,454.00","$59,180.00","$24,848.00","$3,500.00",$953.00,"$156,973.00"
641,Rogerio,Shaylor,rshaylorhs@hao123.com,3kbuU55,"$212,111.00","$48,561.00","$20,539.00","$3,500.00",$953.00,"$138,558.00"
642,Clara,MacKilroe,cmackilroeht@oaic.gov.au,GsVINKO,"$112,679.00","$21,014.00","$8,821.00","$3,500.00",$953.00,"$78,391.00"
643,Collie,Eisenberg,ceisenberghu@admin.ch,kuUivncqF,"$42,247.00","$6,337.00","$2,133.00","$2,408.00",$668.00,"$30,701.00"
644,Helsa,Spikings,hspikingshv@mac.com,FpPY8AoLj,"$233,887.00","$55,363.00","$23,326.00","$3,500.00",$953.00,"$150,745.00"
645,Dory,Fishbourn,dfishbournhw@ted.com,bYh9LYI,"$192,234.00","$42,797.00","$18,122.00","$3,500.00",$953.00,"$126,863.00"
646,Jeanie,Mitchelmore,jmitchelmorehx@list-manage.com,sEGR6Z2Fv,"$141,602.00","$28,534.00","$12,049.00","$3,500.00",$953.00,"$96,566.00"
647,Woodman,Ludlom,wludlomhy@addtoany.com,uCdd8bslpIo,"$252,376.00","$61,465.00","$25,759.00","$3,500.00",$953.00,"$160,700.00"
648,Friederike,Kither,fkitherhz@nature.com,9ZBXf5,"$246,779.00","$59,618.00","$25,023.00","$3,500.00",$953.00,"$157,686.00"
649,Dredi,Matskiv,dmatskivi0@google.it,oyctIN,"$107,983.00","$19,793.00","$8,297.00","$3,500.00",$953.00,"$75,440.00"
650,Drusi,Culligan,dculligani1@de.vu,aoiBl3a,"$88,480.00","$15,378.00","$6,201.00","$3,500.00",$953.00,"$62,449.00"
651,Syd,Orkney,sorkneyi2@yellowpages.com,OYFSOU,"$223,870.00","$52,058.00","$22,008.00","$3,500.00",$953.00,"$145,352.00"
652,Eal,Brothwell,ebrothwelli3@cdc.gov,7HK1zRKJa,"$291,893.00","$74,505.00","$30,960.00","$3,500.00",$953.00,"$181,976.00"
653,Leesa,Pinsent,lpinsenti4@imdb.com,pH55UUv3Wj,"$111,649.00","$20,746.00","$8,706.00","$3,500.00",$953.00,"$77,744.00"
654,Renee,Siddle,rsiddlei5@cnn.com,phD5iZ29,"$192,204.00","$42,788.00","$18,118.00","$3,500.00",$953.00,"$126,845.00"
655,Myrvyn,Shieldon,mshieldoni6@istockphoto.com,BoWyJMfpu,"$79,306.00","$13,497.00","$5,361.00","$3,500.00",$953.00,"$55,995.00"
656,Bertha,Lobe,blobei7@weather.com,liaPhgpWAv,"$143,182.00","$28,945.00","$12,226.00","$3,500.00",$953.00,"$97,559.00"
657,Yvette,Worsell,yworselli8@mayoclinic.com,qpLNyxA30YN,"$286,677.00","$72,784.00","$30,273.00","$3,500.00",$953.00,"$179,167.00"
658,Merissa,Willetts,mwillettsi9@imageshack.us,JTS1apeKfq,"$154,994.00","$32,016.00","$13,594.00","$3,500.00",$953.00,"$104,932.00"
659,Ekaterina,Vedyashkin,evedyashkinia@instagram.com,qWhkZWH,"$79,875.00","$13,614.00","$5,413.00","$3,500.00",$953.00,"$56,396.00"
660,Joe,Kipping,jkippingib@boston.com,g7438h3Ur2f1,"$215,937.00","$49,671.00","$21,004.00","$3,500.00",$953.00,"$140,810.00"
661,Felicity,Brankley,fbrankleyic@google.co.uk,j5aZCCad,"$60,935.00","$9,731.00","$3,680.00","$3,473.00",$953.00,"$43,098.00"
662,Reba,Karlolak,rkarlolakid@amazon.com,9zVG9L,"$215,833.00","$49,640.00","$20,992.00","$3,500.00",$953.00,"$140,748.00"
663,Shepard,Mapledoore,smapledooreie@ameblo.jp,YpNHMahAc,"$110,748.00","$20,512.00","$8,606.00","$3,500.00",$953.00,"$77,177.00"
664,Ignaz,Gribbin,igribbinif@washingtonpost.com,MQ88JYkiL,"$50,851.00","$7,664.00","$2,758.00","$2,899.00",$803.00,"$36,728.00"
665,Mord,Di Biagio,mdibiagioig@mtv.com,B5mD6ceRdRv,"$132,896.00","$26,271.00","$11,078.00","$3,500.00",$953.00,"$91,095.00"
666,Cosmo,Queenborough,cqueenboroughih@statcounter.com,YQMRpi,"$133,418.00","$26,406.00","$11,136.00","$3,500.00",$953.00,"$91,423.00"
667,Yovonnda,Kienlein,ykienleinii@kickstarter.com,FaWm6dQHAwpY,"$184,216.00","$40,471.00","$17,147.00","$3,500.00",$953.00,"$122,145.00"
668,Rhodie,Aymer,raymerij@epa.gov,HaU44t,"$47,881.00","$7,182.00","$2,486.00","$2,729.00",$757.00,"$34,727.00"
669,Audrie,Henworth,ahenworthik@icio.us,3fqkauJ4r,"$60,291.00","$9,599.00","$3,621.00","$3,437.00",$953.00,"$42,682.00"
670,Xena,Audritt,xaudrittil@uiuc.edu,QYes620sIKOs,"$242,492.00","$58,203.00","$24,458.00","$3,500.00",$953.00,"$155,378.00"
671,Kristo,Clayworth,kclayworthim@elpais.com,B4XG1985,"$122,209.00","$23,492.00","$9,885.00","$3,500.00",$953.00,"$84,380.00"
672,Mikol,Baxendale,mbaxendalein@chron.com,4wveoHiBP,"$48,618.00","$7,293.00","$2,553.00","$2,771.00",$768.00,"$35,233.00"
673,Shaylah,Bathow,sbathowio@unc.edu,yJsXaL,"$134,897.00","$26,791.00","$11,301.00","$3,500.00",$953.00,"$92,353.00"
674,Brett,Haycock,bhaycockip@friendfeed.com,7D1CjP14,"$90,352.00","$15,761.00","$6,372.00","$3,500.00",$953.00,"$63,766.00"
675,Israel,Pyford,ipyfordiq@miibeian.gov.cn,JdhFFFfR,"$250,029.00","$60,690.00","$25,450.00","$3,500.00",$953.00,"$159,436.00"
676,Ezri,Yurkevich,eyurkevichir@smh.com.au,2dwPQkpY34,"$40,881.00","$6,132.00","$2,064.00","$2,330.00",$646.00,"$29,708.00"
677,Nanny,Lelliott,nlelliottis@dmoz.org,0nLphD,"$34,650.00","$5,198.00","$1,750.00","$1,975.00",$547.00,"$25,180.00"
678,Maryl,Blaise,mblaiseit@chronoengine.com,xAdyMvB,"$196,576.00","$44,056.00","$18,650.00","$3,500.00",$953.00,"$129,418.00"
679,Alena,Jagiela,ajagielaiu@scientificamerican.com,eOoMtSWpEv,"$230,734.00","$54,323.00","$22,911.00","$3,500.00",$953.00,"$149,048.00"
680,Myranda,Thamelt,mthameltiv@prlog.org,U4CHPrc3ugTW,"$36,056.00","$5,408.00","$1,821.00","$2,055.00",$570.00,"$26,202.00"
681,Aveline,Slevin,asleviniw@instagram.com,EoyQMcOkMdz2,"$96,900.00","$17,104.00","$7,060.00","$3,500.00",$953.00,"$68,283.00"
682,Lancelot,Franz-Schoninger,lfranzschoningerix@intel.com,lCFP0fT,"$49,914.00","$7,487.00","$2,672.00","$2,845.00",$789.00,"$36,121.00"
683,Wolfie,Davidavidovics,wdavidavidovicsiy@dailymail.co.uk,PWDjF0vvi,"$275,938.00","$69,240.00","$28,860.00","$3,500.00",$953.00,"$173,386.00"
684,Bradney,Orans,boransiz@usa.gov,DL6lV1SYaSm4,"$146,499.00","$29,807.00","$12,596.00","$3,500.00",$953.00,"$99,643.00"
685,Odille,Tobin,otobinj0@hostgator.com,J4iGRY1dvc5U,"$216,623.00","$49,870.00","$21,088.00","$3,500.00",$953.00,"$141,213.00"
686,Balduin,Greiswood,bgreiswoodj1@cam.ac.uk,0Gacl2M,"$175,367.00","$37,905.00","$16,071.00","$3,500.00",$953.00,"$116,938.00"
687,Pippo,Lebbon,plebbonj2@bravesites.com,hT5ctRfgU,"$151,169.00","$31,022.00","$13,129.00","$3,500.00",$953.00,"$102,566.00"
688,Agnella,Kitching,akitchingj3@fotki.com,ORcFZu0,"$271,864.00","$67,896.00","$28,324.00","$3,500.00",$953.00,"$171,192.00"
689,Cristy,Tipple,ctipplej4@nifty.com,QLVEshVD,"$86,395.00","$14,950.00","$6,010.00","$3,500.00",$953.00,"$60,982.00"
690,Aindrea,Surgen,asurgenj5@tumblr.com,UXVWsFAm3,"$82,248.00","$14,100.00","$5,630.00","$3,500.00",$953.00,"$58,065.00"
691,Kacey,Scrange,kscrangej6@networksolutions.com,75GQVK0k,"$48,796.00","$7,319.00","$2,570.00","$2,781.00",$771.00,"$35,355.00"
692,Matias,Tottem,mtottemj7@barnesandnoble.com,vjdQdDD9bX,"$33,925.00","$5,089.00","$1,713.00","$1,934.00",$536.00,"$24,653.00"
693,Odey,Halewood,ohalewoodj8@elegantthemes.com,d2h8wr,"$181,126.00","$39,575.00","$16,771.00","$3,500.00",$953.00,"$120,327.00"
694,Hurley,Baccas,hbaccasj9@google.ca,jq1kprFY9,"$242,458.00","$58,192.00","$24,454.00","$3,500.00",$953.00,"$155,360.00"
695,Owen,Seywood,oseywoodja@privacy.gov.au,wJTNUeJ7,"$291,678.00","$74,434.00","$30,931.00","$3,500.00",$953.00,"$181,860.00"
696,Gannon,Kulas,gkulasjb@seesaa.net,AOodzM,"$245,292.00","$59,127.00","$24,827.00","$3,500.00",$953.00,"$156,886.00"
697,Geri,Renahan,grenahanjc@csmonitor.com,ssDauA0,"$169,813.00","$36,295.00","$15,396.00","$3,500.00",$953.00,"$113,670.00"
698,Ingeborg,Biesterfeld,ibiesterfeldjd@ftc.gov,AlKkFY7jf,"$48,130.00","$7,220.00","$2,509.00","$2,743.00",$760.00,"$34,898.00"
699,Thacher,Burdin,tburdinje@yandex.ru,Bw63qN,"$220,117.00","$50,883.00","$21,514.00","$3,500.00",$953.00,"$143,268.00"
700,Gwendolyn,Sheasby,gsheasbyjf@rediff.com,mvHe8dEL,"$299,578.00","$77,041.00","$31,971.00","$3,500.00",$953.00,"$186,113.00"
701,Phylis,Tesdale,ptesdalejg@domainmarket.com,ZkrkvN1Q,"$293,449.00","$75,019.00","$31,164.00","$3,500.00",$953.00,"$182,813.00"
702,Arluene,Hulkes,ahulkesjh@meetup.com,wwU1zQ4KLV,"$245,398.00","$59,162.00","$24,841.00","$3,500.00",$953.00,"$156,943.00"
703,Britte,Errol,berrolji@studiopress.com,UCnES7X,"$148,954.00","$30,446.00","$12,870.00","$3,500.00",$953.00,"$101,186.00"
704,Leandra,Yushkov,lyushkovjj@yelp.com,CrwJbvKXzpGO,"$293,813.00","$75,139.00","$31,212.00","$3,500.00",$953.00,"$183,009.00"
705,Karina,McCritchie,kmccritchiejk@rambler.ru,3YPKYXLv1XX,"$53,028.00","$8,110.00","$2,957.00","$3,023.00",$838.00,"$38,101.00"
706,Igor,Beausang,ibeausangjl@t.co,PwWqgM5b6,"$113,195.00","$21,148.00","$8,879.00","$3,500.00",$953.00,"$78,715.00"
